Student ID,Study Hours per Week,Attendance Rate,Grades,Participation in Extracurricular Activities,Parent Education Level,Passed
S00556,6.5,56.3,58.5,Yes,Bachelor,No
S00557,9.8,81.8,60.6,No,High School,No
S00558,18.9,74.1,45.5,Yes,Master,No
S00559,6.9,74.1,80.3,No,High School,Yes
S00560,19.1,53.3,67.1,Yes,Doctorate,No
S00561,13.2,100,75.1,No,Associate,Yes
S00562,13.1,90.2,57.6,No,Bachelor,No
S00563,2.1,36.8,85.7,No,High School,No
S00564,8.8,63.9,71.8,Yes,Associate,No
S00565,9.6,29.8,35.5,Yes,Doctorate,No
S00566,13.1,89.6,81.2,Yes,Bachelor,Yes
S00567,10.9,74.6,71.7,No,Master,Yes
S00568,3.3,100,83.6,No,Doctorate,Yes
S00569,11.9,71.7,56.1,Yes,Master,No
S00570,12.8,69.6,89.2,No,Associate,Yes
S00571,15.4,57.5,79.4,No,Master,No
S00572,14.2,66.9,43.6,Yes,High School,No
S00573,12.3,50.9,65.2,No,Bachelor,No
S00574,9.6,82.7,80.3,No,Master,Yes
S00575,11,100,55,No,Bachelor,No
S00576,11.4,66.9,66,Yes,Bachelor,No
S00577,3.6,81.3,80.3,No,Master,Yes
S00578,4.6,73.9,50.1,Yes,High School,No
S00579,15.3,98.2,33,No,Master,No
S00580,13.4,69.6,71.8,Yes,Associate,Yes
S00581,10.1,100,75.1,Yes,Doctorate,Yes
S00582,10.1,57.8,49.8,Yes,Associate,No
S00583,14.7,71.1,69,No,Bachelor,No
S00584,7.4,93.3,55.4,Yes,Bachelor,No
S00585,10.5,58.6,76,No,Master,No
S00586,7.7,90.3,63,No,Associate,No
S00587,8.5,95.1,66,No,Doctorate,No
S00588,7.6,73.2,58.4,No,Master,No
S00589,16.3,55,54.3,No,Associate,No
S00590,5.5,67.2,60.7,Yes,Master,No
S00591,9.1,74.7,74.2,No,Doctorate,Yes
S00592,7.8,92.8,100,Yes,Associate,Yes
S00593,17.2,81.4,83.9,No,Bachelor,Yes
S00594,15.2,82,63.4,Yes,High School,No
S00595,11.3,71,31.9,No,Master,No
S00596,14.4,78.3,56,No,Associate,No
S00597,15.3,66.2,76.5,Yes,Master,Yes
S00598,17,94.8,45.2,No,Master,No
S00599,21.5,99.1,73.2,Yes,Associate,Yes
S00600,8.2,59.7,69.8,No,High School,No
S00601,7.8,82,48,No,Master,No
S00602,17.3,96.8,87.7,No,Doctorate,Yes
S00603,17.9,100,53.7,Yes,Doctorate,No
S00604,8.6,71.2,89.7,Yes,Bachelor,Yes
S00605,3.3,100,78.8,Yes,Doctorate,Yes
S00606,5.4,30.8,48.5,Yes,Master,No
S00607,5,54.1,92.3,No,Master,No
S00608,9.8,65.6,49.1,Yes,Doctorate,No
S00609,11.2,49,89.4,Yes,Doctorate,No
S00610,17.8,100,64.6,Yes,Bachelor,No
S00611,14.9,95.4,71.3,Yes,Master,Yes
S00612,8.9,43.8,48.8,No,Associate,No
S00613,9.8,46.1,93.2,No,Associate,No
S00614,4.4,58,37,Yes,Bachelor,No
S00615,11.9,80.4,58.3,Yes,Master,No
S00616,10.8,100,75.2,No,Master,Yes
S00617,12.5,71.9,63.3,No,Bachelor,No
S00618,11.4,100,56.9,Yes,Bachelor,No
S00619,22.3,81.5,73.4,Yes,Doctorate,Yes
S00620,6.8,94.1,74.9,No,Associate,Yes
S00621,7.3,27.9,90.4,No,Associate,No
S00622,6.9,87.7,39,No,Bachelor,No
S00623,7.2,84.7,49.9,No,Doctorate,No
S00624,6.8,67.8,53.7,No,Bachelor,No
S00625,15.9,100,100,No,High School,Yes
S00626,17.1,65.1,87.6,Yes,Associate,Yes
S00627,7.1,42.8,69.1,Yes,Associate,No
S00628,5.8,90.6,63.7,Yes,Doctorate,No
S00629,7.2,76.5,82.6,No,Master,Yes
S00630,13.2,100,61.2,No,Doctorate,No
S00631,11,85,69.1,No,Master,No
S00632,2.4,70.1,59.9,No,High School,No
S00633,19,100,38.2,No,Bachelor,No
S00634,6.9,50.6,54.6,Yes,Bachelor,No
S00635,11.4,100,71.5,No,High School,Yes
S00636,20.1,71.8,65.1,No,Master,No
S00637,9.1,65.4,56.8,Yes,Bachelor,No
S00638,6,62,61.3,No,Bachelor,No
S00639,3.1,77.4,66.2,No,Doctorate,No
S00640,9.8,100,58.1,No,Doctorate,No
S00641,7.4,26.2,45.5,Yes,High School,No
S00642,11.1,100,51.8,No,Doctorate,No
S00643,9.9,76.1,63.6,No,High School,No
S00644,22.6,85,45.2,Yes,Associate,No
S00645,7.3,71.3,66.1,No,High School,No
S00646,19.2,67.8,90.5,Yes,Bachelor,Yes
S00647,14.1,51.6,30.6,No,High School,No
S00648,12.5,83.1,50.2,Yes,Master,No
S00649,16.9,59.8,67.3,Yes,Associate,No
S00650,13.2,52.8,68.3,No,Doctorate,No
S00651,9.2,100,76,Yes,Doctorate,Yes
S00652,10.7,42.5,89.9,No,Bachelor,No
S00653,16,82.4,74.1,Yes,Master,Yes
S00654,5.9,63.6,61.4,No,High School,No
S00655,11.8,100,77,Yes,Doctorate,Yes
S00656,10.1,59.1,31.4,No,Bachelor,No
S00657,16.4,87.3,47,Yes,Bachelor,No
S00658,11,90.9,61.6,No,Doctorate,No
S00659,3.2,84.5,63.2,No,Doctorate,No
S00660,13.7,82,28.6,Yes,Doctorate,No
S00661,13.2,96,77.6,Yes,Master,Yes
S00662,8.5,57.4,83.2,Yes,Bachelor,No
S00663,11.1,49.3,65.4,No,High School,No
S00664,9.5,100,46.9,Yes,Doctorate,No
S00665,11.4,86.1,67,No,Doctorate,No
S00666,13,82.6,65,Yes,Bachelor,No
S00667,10.9,76.7,40.4,Yes,Bachelor,No
S00668,7.8,76.1,79.1,No,High School,Yes
S00669,15.4,100,57.4,No,Bachelor,No
S00670,4.9,63.3,52,Yes,Bachelor,No
S00671,10.7,97.2,76.3,No,Bachelor,Yes
S00672,6.5,99.6,54.6,Yes,Bachelor,No
S00673,11.9,45.4,45.5,Yes,Associate,No
S00674,17.8,43.6,84.5,No,Associate,No
S00675,7.2,53,52.1,Yes,Associate,No
S00676,19.4,47.2,85.1,No,Doctorate,No
S00677,2.8,33.5,63.5,No,High School,No
S00678,12.2,82.5,87.7,Yes,Master,Yes
S00679,7.5,84.1,87.3,Yes,Master,Yes
S00680,4.9,92,56.8,Yes,Bachelor,No
S00681,7.2,91.9,38.6,No,Bachelor,No
S00682,3.6,84.3,65.7,No,Bachelor,No
S00683,14.4,63.3,63.7,Yes,Bachelor,No
S00684,13.3,81,74.7,No,Master,Yes
S00685,9.5,35.3,73.1,No,High School,No
S00686,19.2,75,75.4,Yes,Doctorate,Yes
S00687,2.4,100,94.4,No,High School,Yes
S00688,6.5,55.5,78.2,Yes,Master,No
S00689,11.2,66.4,61.9,No,High School,No
S00690,8.8,63.8,64.8,No,Associate,No
S00691,11.8,82.5,56.4,No,Bachelor,No
S00692,3.7,66.6,78.9,Yes,High School,Yes
S00693,15.6,87.6,62.5,No,High School,No
S00694,11.7,73.3,38.5,No,Bachelor,No
S00695,13.2,80.3,57.1,Yes,Doctorate,No
S00696,16.6,95,47.7,Yes,Bachelor,No
S00697,11,75.9,41.4,Yes,Associate,No
S00698,13.5,54.3,87.2,No,Doctorate,No
S00699,6.6,66.8,79.6,No,Associate,Yes
S00700,19,53.3,86.3,Yes,Bachelor,No
S00701,9.8,87.4,49.1,No,Associate,No
S00702,2.8,81.7,84.2,Yes,High School,Yes
S00703,10.6,59.6,67.4,No,Associate,No
S00704,14.2,71.4,91.4,No,Doctorate,Yes
S00705,7.8,87.9,51.1,No,Doctorate,No
S00706,0.6,66.9,34.2,No,High School,No
S00707,7.7,89,74.6,Yes,Doctorate,Yes
S00708,2.1,100,53.1,No,Bachelor,No
S00709,9.8,80.2,83.1,No,Master,Yes
S00710,4.2,61.9,69.3,No,High School,No
S00711,14.4,68.1,73.8,No,Doctorate,Yes
S00712,8.9,81.1,69.2,Yes,Associate,No
S00713,10.1,50.1,48.6,Yes,Doctorate,No
S00714,11,73,86.2,No,Bachelor,Yes
S00715,8.8,64.7,73.4,Yes,Master,No
S00716,6.6,73.1,80.1,Yes,Associate,Yes
S00717,8.6,86.8,83.5,Yes,Master,Yes
S00718,19,90.2,71.8,Yes,Master,Yes
S00719,13.2,45.3,52.1,Yes,Doctorate,No
S00720,12.9,62.1,64.6,No,Associate,No
S00721,17,63.6,51.9,Yes,Associate,No
S00722,10.3,68.3,62.7,Yes,Associate,No
S00723,6.8,82.2,68.4,No,Associate,No
S00724,13.5,85.9,54.1,Yes,High School,No
S00725,12,59.7,64.2,Yes,Associate,No
S00726,13.2,71.9,95.7,Yes,Associate,Yes
S00727,7.3,65.7,65.3,No,Doctorate,No
S00728,16.6,64.8,18,Yes,High School,No
S00729,11,54.6,58.6,Yes,Doctorate,No
S00730,20.4,56.8,66.8,No,Bachelor,No
S00731,6.6,48,67.4,No,Master,No
S00732,18.7,60.9,89.6,Yes,Bachelor,No
S00733,6.7,88.8,88.4,No,Associate,Yes
S00734,7.6,100,68.7,No,High School,No
S00735,8.4,56,57.3,Yes,High School,No
S00736,12.1,36,67.9,Yes,High School,No
S00737,12.6,81.3,66.9,Yes,High School,No
S00738,20.7,77,54.4,Yes,Associate,No
S00739,18.6,43.6,82,No,Bachelor,No
S00740,12.2,75.6,80.8,No,Doctorate,Yes
S00741,10.2,72.5,52.6,No,Bachelor,No
S00742,13.1,54.3,70.7,Yes,Doctorate,No
S00743,8.7,43.4,67.8,No,Bachelor,No
S00744,1.7,60.5,82.3,Yes,Associate,No
S00745,12,85.2,63.8,No,Associate,No
S00746,13.2,62.3,88.2,Yes,Bachelor,No
S00747,7.6,98,100,Yes,Doctorate,Yes
S00748,17.9,67.7,66.1,Yes,Doctorate,No
S00749,2.7,84.9,50.9,No,Associate,No
S00750,11.1,100,62.4,No,High School,No
S00751,15.2,60.7,67.7,Yes,High School,No
S00752,18.4,83.8,75.5,No,Master,Yes
S00753,7.7,56.1,61.9,No,Associate,No
S00754,15.4,100,76.2,No,Bachelor,Yes
S00755,9.1,82.7,80.1,Yes,Bachelor,Yes
S00756,13.3,51.1,70.5,No,Doctorate,No
S00757,2.1,86.9,58.1,Yes,High School,No
S00758,17.4,55.1,63.7,No,Master,No
S00759,16.9,100,59.4,Yes,Associate,No
S00760,6.9,37.2,78,No,Doctorate,No
S00761,12,44.7,44.7,No,Associate,No
S00762,6.6,100,83.3,No,Bachelor,Yes
S00763,15.9,79.7,79,No,Doctorate,Yes
S00764,12.7,75.2,71.3,Yes,Associate,Yes
S00765,8.1,62.9,55.1,Yes,Associate,No
S00766,13.9,82.8,66.1,Yes,Master,No
S00767,15.7,78.8,62.5,No,Doctorate,No
S00768,1.3,60.2,56.8,No,Bachelor,No
S00769,8.2,51,37.1,Yes,Associate,No
S00770,4.4,75.5,71.4,Yes,Associate,Yes
S00771,3.5,75.1,69.9,Yes,High School,No
S00772,15.8,63.1,83.9,Yes,Doctorate,No
S00773,11.7,86.2,81.2,Yes,Master,Yes
S00774,9.8,84.1,30.2,No,High School,No
S00775,12.4,100,62.8,No,Doctorate,No
S00776,10.4,100,94.6,Yes,Bachelor,Yes
S00777,3.6,51.1,64.6,Yes,Bachelor,No
S00778,7.5,47.7,63.7,No,Master,No
S00779,2.2,38.2,77.7,Yes,High School,No
S00780,7.9,100,60.8,No,Doctorate,No
S00781,14.3,62.4,70.7,No,Master,No
S00782,8.4,36.6,94.7,Yes,Bachelor,No
S00783,11.9,65.2,69.8,No,Associate,No
S00784,12.2,82.7,47.2,Yes,Associate,No
S00785,15.2,100,79.2,No,Bachelor,Yes
S00786,11.2,100,85.4,Yes,Master,Yes
S00787,9,100,44.2,No,Associate,No
S00788,9.6,36.6,58.9,No,Master,No
S00789,9.8,85.1,65.8,No,Master,No
S00790,13.6,85.5,52.1,No,High School,No
S00791,13.7,64.8,71.1,No,Associate,No
S00792,10.4,92.1,79.2,No,Doctorate,Yes
S00793,0,28.5,66.7,No,High School,No
S00794,11.7,56.9,76.8,No,High School,No
S00795,15,88.2,95.2,No,High School,Yes
S00796,20.4,62.8,56.5,No,Doctorate,No
S00797,9.3,53.2,77.6,Yes,High School,No
S00798,13.1,70.5,62.9,No,High School,No
S00799,4.7,68.4,62.8,Yes,High School,No
S00800,19.6,81.3,65.8,Yes,High School,No
S00801,11.1,100,31.9,No,Bachelor,No
S00802,12.5,66.6,68.6,Yes,Bachelor,No
S00803,10.8,69.1,38.2,Yes,Bachelor,No
S00804,11.8,59.7,70.6,Yes,Doctorate,No
S00805,9.7,47.2,83.1,No,Bachelor,No
S00806,11,97.7,79.5,Yes,Master,Yes
S00807,15.3,60.6,46.5,No,Bachelor,No
S00808,15.9,69,52,Yes,Master,No
S00809,13.2,74.4,65.3,No,High School,No
S00810,4.3,98.1,76.6,No,Associate,Yes
S00811,18.2,78.5,71.6,No,Doctorate,Yes
S00812,4.3,56.5,51.4,Yes,High School,No
S00813,6.2,92.2,80.7,No,Doctorate,Yes
S00814,9.7,84.7,72.7,Yes,Associate,Yes
S00815,11.6,93.4,71,No,Bachelor,Yes
S00816,11.6,70.2,51.8,Yes,High School,No
S00817,18.1,85.1,48,Yes,Doctorate,No
S00818,12.3,80.1,52.6,Yes,High School,No
S00819,8.8,80.6,42.8,Yes,Associate,No
S00820,14.8,47.4,90.9,No,Bachelor,No
S00821,15.9,62.2,91.5,Yes,Associate,No
S00822,13.5,83.7,60.2,No,Doctorate,No
S00823,8.5,74.1,83.3,Yes,Associate,Yes
S00824,16.9,94.4,74.1,No,Master,Yes
S00825,10.6,82.1,90.3,No,Associate,Yes
S00826,9.1,88.4,72.3,Yes,Associate,Yes
S00827,10.1,64.2,69.5,No,Doctorate,No
S00828,4.5,60.5,85.4,No,High School,No
S00829,18,57.5,81.1,No,Associate,No
S00830,5.8,88.9,72.1,Yes,Bachelor,Yes
S00831,5,100,80.6,No,Master,Yes
S00832,18.2,78.3,99.1,No,Master,Yes
S00833,15,95.2,49.3,No,Master,No
S00834,6.6,71.4,79.1,Yes,Bachelor,Yes
S00835,21.3,95.4,94.7,No,Associate,Yes
S00836,14.9,82.3,71,No,Master,Yes
S00837,8.4,80.8,60.2,No,High School,No
S00838,21.5,45.9,57.6,Yes,High School,No
S00839,3.1,66.5,51.4,No,Bachelor,No
S00840,22.2,74.7,60.2,No,Associate,No
S00841,16.9,96.7,57.7,Yes,Master,No
S00842,12.8,80.6,68.2,Yes,Bachelor,No
S00843,13,64.9,63.6,No,High School,No
S00844,14.3,58.7,52.7,No,Bachelor,No
S00845,13.8,62.9,42.1,Yes,High School,No
S00846,11.4,78.2,43.1,Yes,Master,No
S00847,10.5,67.5,47,Yes,Associate,No
S00848,9.7,53.5,49.4,No,Doctorate,No
S00849,8.6,78,52.9,No,Master,No
S00850,1.5,80.5,53.3,No,Bachelor,No
S00851,9.5,58.5,46.2,Yes,High School,No
S00852,4.5,71.8,46.1,No,Associate,No
S00853,10.9,34.4,63.8,No,High School,No
S00854,17,90.6,80.6,No,Associate,Yes
S00855,2.1,69.6,65.8,No,Bachelor,No
S00856,14.7,70.5,53.3,No,Master,No
S00857,8.9,100,51.9,Yes,Bachelor,No
S00858,12.8,44.3,71.5,No,Associate,No
S00859,10.5,92.5,53.9,No,Associate,No
S00860,3.3,45.8,64.2,Yes,Master,No
S00861,11.6,82.5,77.8,Yes,Associate,Yes
S00862,2,80.7,54.1,Yes,Master,No
S00863,9.9,58.5,52.7,Yes,Associate,No
S00864,11.1,57.5,68.3,Yes,Master,No
S00865,16.8,99.2,74.8,Yes,Doctorate,Yes
S00866,7.9,85.1,70,Yes,High School,Yes
S00867,12.7,57.4,84,No,Bachelor,No
S00868,10.2,57.1,78.6,No,High School,No
S00869,6.5,71.5,84,No,High School,Yes
S00870,3,100,54.5,No,Master,No
S00871,6.4,53.4,64.8,No,High School,No
S00872,14.5,49.7,62.4,No,Bachelor,No
S00873,16.2,67.5,63,No,High School,No
S00874,5.8,42.5,85.2,No,Associate,No
S00875,20.7,94.7,81.2,Yes,High School,Yes
S00876,11.5,79.8,29.3,No,High School,No
S00877,12.1,100,66.7,Yes,Associate,No
S00878,9.1,79.2,75.2,Yes,Bachelor,Yes
S00879,10.2,47.9,58.9,No,High School,No
S00880,9.3,98.2,57.3,Yes,Doctorate,No
S00881,14.8,67,46.7,Yes,Doctorate,No
S00882,21.1,71.6,74,Yes,Master,Yes
S00883,9.6,97.8,65.3,Yes,Bachelor,No
S00884,22.9,100,63.6,Yes,Bachelor,No
S00885,6,66,79.5,Yes,Bachelor,Yes
S00886,7.2,92.6,77.7,No,High School,Yes
S00887,12.8,74.9,61,Yes,Bachelor,No
S00888,18.1,58.5,53.9,No,Associate,No
S00889,8.1,100,45.8,No,High School,No
S00890,4.9,78.6,79.4,Yes,Doctorate,Yes
S00891,6.8,60.3,53.9,No,Doctorate,No
S00892,10.2,71.1,49.6,Yes,Doctorate,No
S00893,6.2,59.1,65.8,Yes,Doctorate,No
S00894,2.2,54.9,70.3,Yes,Bachelor,No
S00895,16.1,48.1,97.6,Yes,Bachelor,No
S00896,4,100,77.7,No,High School,Yes
S00897,18.4,69.6,78.3,No,High School,Yes
S00898,12.1,71.3,81.3,Yes,High School,Yes
S00899,9.7,58.5,82.1,No,Bachelor,No
S00900,12.7,35.4,100,No,Master,No
S00901,5.4,67.6,60.9,Yes,High School,No
S00902,10.8,83.7,91,No,Associate,Yes
S00903,2.9,75.7,62.4,Yes,Doctorate,No
S00904,9.4,75.8,74.9,Yes,Bachelor,Yes
S00905,5.5,62.9,57.9,Yes,Doctorate,No
S00906,6.3,60.7,71.7,No,Master,No
S00907,15.5,100,82.5,Yes,High School,Yes
S00908,16.1,45.7,50.4,No,Bachelor,No
S00909,10.7,83.6,86.1,Yes,High School,Yes
S00910,21.6,49.2,46.4,Yes,High School,No
S00911,12,53.3,61,Yes,Doctorate,No
S00912,11,52.3,96.7,No,Associate,No
S00913,8.5,42.2,83.7,Yes,High School,No
S00914,10.7,100,52.2,Yes,High School,No
S00915,9.2,85.4,51.7,No,High School,No
S00916,13.5,93.4,50.3,No,Bachelor,No
S00917,14.8,91.6,68.1,No,Bachelor,No
S00918,6.1,71.6,57.6,Yes,High School,No
S00919,3.3,74.4,68.5,No,Master,No
S00920,12.5,100,65.7,No,Doctorate,No
S00921,4.5,49.8,67.2,Yes,High School,No
S00922,11.9,48.7,53.4,Yes,High School,No
S00923,14.2,78.3,53.3,No,Master,No
S00924,10.4,100,79.6,Yes,Bachelor,Yes
S00925,9.5,95.2,46.2,No,High School,No
S00926,14.6,83.3,59.6,Yes,Doctorate,No
S00927,8.5,95.7,67.3,Yes,Master,No
S00928,11.3,81.9,83.9,No,Doctorate,Yes
S00929,11.6,61.5,59.1,Yes,Master,No
S00930,15,76.4,74.3,Yes,Bachelor,Yes
S00931,9.1,58.1,76.4,Yes,Doctorate,No
S00932,6.2,100,70.5,Yes,Associate,Yes
S00933,12.7,73.9,92.1,Yes,Associate,Yes
S00934,10.1,55.7,91,No,High School,No
S00935,10,85.7,75.3,Yes,High School,Yes
S00936,15.4,96,68.7,No,Master,No
S00937,9.9,84.7,79.1,No,Master,Yes
S00938,14.1,58.8,54.2,No,Bachelor,No
S00939,17,76.9,67.2,Yes,Associate,No
S00940,12.8,68.4,61.4,Yes,High School,No
S00941,10.1,71.1,89,No,Doctorate,Yes
S00942,4.7,61.8,95,Yes,Associate,No
S00943,8.5,90,58.3,No,Master,No
S00944,7,54.8,44.2,No,Bachelor,No
S00945,9.1,49,51.9,Yes,Master,No
S00946,10.3,59.3,52.3,Yes,Bachelor,No
S00947,10.3,86.9,87,No,High School,Yes
S00948,0.1,74,100,No,Doctorate,Yes
S00949,5.3,66.7,63.3,Yes,High School,No
S00950,9.3,70.2,66.7,No,Doctorate,No
S00951,16.1,68,78.1,Yes,Doctorate,Yes
S00952,8.9,68,83.2,Yes,Associate,Yes
S00953,17.5,90.4,74.7,No,Doctorate,Yes
S00954,10.7,75.8,81,No,Master,Yes
S00955,6.9,51.1,58.1,Yes,Associate,No
S00956,8.5,72.8,76.1,No,Associate,Yes
S00957,8.1,85.6,54.6,Yes,Master,No
S00958,10.9,99.8,34.5,Yes,High School,No
S00959,10.8,52.2,69,No,High School,No
S00960,10,58.2,66.9,Yes,Master,No
S00961,14.7,80.7,67.1,Yes,Bachelor,No
S00962,14.7,77.7,73,No,Doctorate,Yes
S00963,8.9,70.6,53.8,No,Associate,No
S00964,4.1,53.4,50.7,No,Bachelor,No
S00965,1,97,50.3,Yes,Associate,No
S00966,12.7,68,60.6,No,High School,No
S00967,13.8,85.5,65.9,No,Associate,No
S00968,7.1,39.5,68.2,No,Associate,No
S00969,7.3,61.3,31.4,No,Associate,No
S00970,12,100,58.7,No,Master,No
S00971,2.6,100,79.1,No,Associate,Yes
S00972,10.9,46.4,59.4,Yes,Bachelor,No
S00973,12.9,100,41.1,Yes,High School,No
S00974,10.6,63,66.9,No,Doctorate,No
S00975,9.2,100,79.5,Yes,Master,Yes
S00976,9.9,78.2,83,Yes,Doctorate,Yes
S00977,5.3,72.5,96.7,Yes,Associate,Yes
S00978,7.8,100,51.1,Yes,Master,No
S00979,5.6,89.4,69.3,No,Bachelor,No
S00980,9.1,70.3,47.2,Yes,Bachelor,No
S00981,18.6,83.5,74.1,No,Associate,Yes
S00982,3.1,63.7,72.3,No,Master,No
S00983,17.4,98.9,69.1,No,Associate,No
S00984,9,71.8,62,Yes,Associate,No
S00985,6.7,57.5,47.2,No,Associate,No
S00986,15.2,55.7,60.6,No,Associate,No
S00987,7,76.5,95.9,No,Bachelor,Yes
S00988,19.1,58.8,73.6,No,High School,No
S00989,13.4,46.3,52.6,Yes,Associate,No
S00990,13.7,76.2,90.3,No,Doctorate,Yes
S00991,11.5,55.7,78.8,No,High School,No
S00992,16.5,63.4,71.8,Yes,Doctorate,No
S00993,17.8,62.7,70.9,Yes,Associate,No
S00994,10.2,69.5,86.3,Yes,High School,Yes
S00995,6.2,41.8,69.8,No,Master,No
S00996,20.1,79,61.1,No,Bachelor,No
S00997,10.9,63.5,49.1,Yes,Master,No
S00998,3.3,87.1,57.4,No,Master,No
S00999,5.1,86.9,37.6,Yes,Doctorate,No
S01000,16,81.3,80.2,Yes,Associate,Yes
S01001,6.7,96.2,70.1,Yes,Associate,Yes
S01002,15.9,100,53.1,No,Master,No
S01003,13.6,75.6,47.5,Yes,Associate,No
S01004,15,76.2,71.8,No,Bachelor,Yes
S01005,2.9,71.4,69.5,No,Doctorate,No
S01006,8.4,63.8,86.6,No,High School,No
S01007,16.6,87,66.3,No,Doctorate,No
S01008,12.8,44,80.8,No,Master,No
S01009,12.3,61,63,Yes,High School,No
S01010,20.8,91.4,64.3,No,Bachelor,No
S01011,6.8,91.6,32.5,Yes,Doctorate,No
S01012,10.3,34.6,65.3,No,Associate,No
S01013,11.3,80.9,78.2,No,Associate,Yes
S01014,17.6,69.8,75.7,No,Bachelor,Yes
S01015,12.5,94.8,53.8,Yes,Bachelor,No
S01016,12.7,100,62.1,No,Bachelor,No
S01017,8.2,75.3,80.7,Yes,High School,Yes
S01018,5.8,91.7,88.6,Yes,Master,Yes
S01019,4.8,68.2,77,No,Bachelor,Yes
S01020,20.3,67,72.9,No,Bachelor,Yes
S01021,4.5,69,50.4,Yes,Master,No
S01022,8.6,78.1,51.2,Yes,Associate,No
S01023,11.5,14.6,58.2,No,Bachelor,No
S01024,14.1,70,54.8,No,High School,No
S01025,9.2,42.6,66.1,Yes,Doctorate,No
S01026,11.4,97.3,100,No,Doctorate,Yes
S01027,8.8,100,78.1,Yes,Doctorate,Yes
S01028,18,47.9,69,Yes,Doctorate,No
S01029,12.5,100,80.9,No,Associate,Yes
S01030,13.7,83.6,52.9,Yes,Master,No
S01031,13.3,96,52.3,No,Bachelor,No
S01032,15.9,59.2,78.7,Yes,Doctorate,No
S01033,12,68.8,47.9,Yes,Bachelor,No
S01034,7.4,67.2,58.9,Yes,Bachelor,No
S01035,12.9,44.6,57.8,Yes,Bachelor,No
S01036,16.2,77.6,97.2,No,Associate,Yes
S01037,10.1,68.6,96.8,Yes,Doctorate,Yes
S01038,11.2,100,56.2,No,Master,No
S01039,1.2,67,84.1,Yes,Doctorate,Yes
S01040,13.8,100,76.7,No,Master,Yes
S01041,11.9,84.8,66.5,Yes,Bachelor,No
S01042,13.4,98.6,64.7,No,High School,No
S01043,3.9,71.3,49.8,Yes,Associate,No
S01044,9,100,60.1,No,Bachelor,No
S01045,5.7,90.6,69.6,Yes,Doctorate,No
S01046,7.1,58.1,58.7,No,Master,No
S01047,18.3,67.2,66.7,Yes,Doctorate,No
S01048,12,98.2,69.6,No,Associate,No
S01049,4,100,59.5,Yes,Associate,No
S01050,12.2,100,64.7,No,High School,No
S01051,16,60.8,27,No,Doctorate,No
S01052,7,77.8,76.1,Yes,Doctorate,Yes
S01053,9.3,67,69.3,No,Bachelor,No
S01054,10.1,71.4,86.2,No,High School,Yes
S01055,6.1,93.6,61.8,Yes,High School,No
S01056,9.4,100,82.7,Yes,High School,Yes
S01057,12.1,64.7,65.4,Yes,Bachelor,No
S01058,5.6,89.8,70.2,No,Associate,Yes
S01059,7.8,66.1,67.1,No,Bachelor,No
S01060,13.6,38.3,41,Yes,Master,No
S01061,8.1,54.6,70.8,Yes,High School,No
S01062,8,100,52.1,Yes,Doctorate,No
S01063,14.7,71.6,84.4,No,Bachelor,Yes
S01064,2.9,84.8,76.7,Yes,Bachelor,Yes
S01065,1.2,63,73.7,No,Master,No
S01066,2.4,65.3,70.1,Yes,Doctorate,Yes
S01067,7.2,66.3,90.3,No,Bachelor,Yes
S01068,7.2,62,56.8,No,Doctorate,No
S01069,10.9,87.3,76,Yes,Master,Yes
S01070,17.7,87.9,39.4,No,Master,No
S01071,20,100,63.5,Yes,Doctorate,No
S01072,20.3,100,68.9,No,High School,No
S01073,15.1,60.1,36.2,No,Associate,No
S01074,13.9,72,56,No,Bachelor,No
S01075,7.2,62.5,56.7,Yes,Master,No
S01076,10,57.6,20.7,No,High School,No
S01077,7.7,56,98.4,Yes,Bachelor,No
S01078,14.8,85.4,57.7,Yes,Associate,No
S01079,10.4,89.4,72.3,No,Associate,Yes
S01080,17.4,70.5,68.8,No,Master,No
S01081,4.3,92.4,79.8,Yes,Doctorate,Yes
S01082,9,90.9,72.5,Yes,Associate,Yes
S01083,0.7,89.7,100,Yes,Master,Yes
S01084,9.4,76.2,85.1,Yes,High School,Yes
S01085,17.6,100,87.2,Yes,High School,Yes
S01086,13.2,100,48.5,No,High School,No
S01087,4.9,72.1,53,Yes,Associate,No
S01088,19.3,61.2,72.5,No,High School,No
S01089,16.1,64.7,46.3,Yes,High School,No
S01090,12.9,83.3,55.8,No,Doctorate,No
S01091,8.9,52,68.6,No,Master,No
S01092,15.4,88.3,52,Yes,Associate,No
S01093,19.4,27.9,50.9,Yes,Bachelor,No
S01094,17.7,48.3,72.1,Yes,Doctorate,No
S01095,7.6,100,63.5,No,Master,No
S01096,4.4,98.6,66.9,No,Bachelor,No
S01097,1.2,45.2,67.8,No,High School,No
S01098,11.6,50,60,Yes,Associate,No
S01099,7.7,100,71.7,No,Master,Yes
S01100,12.6,43.5,78.2,No,Associate,No
S01101,7.3,69.1,42.4,Yes,Associate,No
S01102,4.2,57.9,34.6,No,Bachelor,No
S01103,18.9,64.1,45.7,Yes,Bachelor,No
S01104,18.3,57.7,29.4,No,Master,No
S01105,7.7,85.5,68.5,Yes,Associate,No
S01106,12.3,67.6,47.5,No,Master,No
S01107,5,85.2,55,Yes,High School,No
S01108,11.5,100,55.4,Yes,Doctorate,No
S01109,16.1,84.1,44,Yes,Doctorate,No
S01110,9.5,73.2,79.8,No,Doctorate,Yes
